gene_id	r	p
NUDT16L1|84309	3.1764	0.00690632
NUDT16P1|152195	0.0833333	NaN
NUDT16|131870	12.3559	0.0402551
NUDT17|200035	10.131	0.234889
NUDT18|79873	5.5594	0.0562639
NUDT19|390916	11.1161	0.0144891
NUDT1|4521	5.29964	0.0116442
NUDT21|11051	9.32098	0.00183529
NUDT22|84304	6.9732	0.0107436
NUDT2|318	15.5575	0.0232963
NUDT3|11165	5.92672	0.00487491
NUDT4|11163	5.57133	0.0025133
NUDT5|11164	4.50349	0.00199534
NUDT6|11162	26.3869	0.330648
NUDT7|283927	2.57403	0.312356
NUDT8|254552	4.79638	0.0166901
NUDT9P1|119369	2.69763	0.207017
NUDT9|53343	5.60975	0.00779284
NUF2|83540	5.97149	0.00413498
NUFIP1|26747	6.34623	0.0195512
NUFIP2|57532	9.76723	0.00123213
NUMA1|4926	33.2792	0.00444536
NUMBL|9253	8.06095	0.0107578
NUMB|8650	30.8629	0.028161
NUP107|57122	5.05854	0.00162996
NUP133|55746	8.54139	0.00281063
NUP153|9972	6.52026	0.00199431
NUP155|9631	5.64524	0.00141583
NUP160|23279	8.99464	0.00130313
NUP188|23511	5.74647	0.000826375
NUP205|23165	8.78898	0.00124557
NUP210L|91181	0.345143	0.579933
NUP210|23225	83.482	0.0122525
NUP214|8021	10.3403	0.00378026
NUP35|129401	5.96691	0.0135519
NUP37|79023	4.7862	0.00424515
NUP43|348995	10.8721	0.00576042
NUP50|10762	11.1969	0.00344155
NUP54|53371	7.84787	0.00785365
NUP62CL|54830	3.83387	0.0292289
NUP62|23636	7.6645	0.00255235
NUP85|79902	8.91879	0.00322667
NUP88|4927	4.99655	0.00209185
NUP93|9688	4.7822	0.00143429
NUP98|4928	7.23088	0.00160319
NUPL1|9818	7.29232	0.00423039
NUPL2|11097	8.20487	0.00807735
NUPR1|26471	0.784194	0.0335591
NUS1|116150	5.85631	0.00203862
NUSAP1|51203	8.88486	0.00245119
NUTF2|10204	4.44497	0.00190946
NVL|4931	14.5993	0.00903974
NWD1|284434	0.172395	0.340885
NXF1|10482	7.76939	0.00329768
NXF2B|728343	0	NaN
NXF2|56001	0	NaN
NXF3|56000	0.172395	0.340885
NXF4|55999	0	NaN
NXF5|55998	0	NaN
NXNL1|115861	0	NaN
NXNL2|158046	6.8792	0.262439
NXN|64359	3.26046	0.00158608
NXPH1|30010	0.0833333	NaN
NXPH2|11249	0.0833333	NaN
NXPH3|11248	6.40639	0.290236
NXPH4|11247	0.528853	0.000322433
NXT1|29107	7.62969	0.0148112
NXT2|55916	4.89749	0.0144619
NYNRIN|57523	2.68177	0.00953749
NYX|60506	2.75969e+06	1
OAF|220323	13.4799	0.0195769
OAS1|4938	1.31023	0.160892
OAS2|4939	1.03254e+06	1
OAS3|4940	2.57628	0.0124113
OASL|8638	1.90886	0.0186852
OAT|4942	7.25362	0.00580598
OAZ1|4946	3.63703	0.000251087
OAZ2|4947	7.74891	0.00659015
OAZ3|51686	2.44341	0.235848
OBFC1|79991	4.30251	0.00978283
OBFC2A|64859	4.56178	0.00493444
OBFC2B|79035	4.4248	0.00278917
OBP2A|29991	0	NaN
OBP2B|29989	0	NaN
OBSCN|84033	13.8453	0.00242075
OBSL1|23363	4.85141	0.00552908
OC90|729330	0	NaN
OCA2|4948	0.577894	0.051777
OCEL1|79629	1.93346	0.0121018
OCIAD1|54940	6.6451	0.00345983
OCIAD2|132299	5.53606	0.00970326
OCLM|10896	14.5651	0.520522
OCLN|4950	3.79693	0.0809921
OCM2|4951	0	NaN
OCM|654231	0	NaN
OCRL|4952	22.1044	0.0134154
ODAM|54959	1.22467	0.284277
ODC1|4953	1.09211	9.9853e-05
ODF1|4956	0	NaN
ODF2L|57489	9.92966	0.0183567
ODF2|4957	10.6903	0.00551681
ODF3B|440836	0.728103	0.0359946
ODF3L1|161753	5.43509	0.581184
ODF3L2|284451	2.56482	0.703046
ODF3|113746	0.345143	0.579933
ODF4|146852	0	NaN
ODZ1|10178	3.54251	0.0112684
ODZ2|57451	4.6848	0.445402
ODZ3|55714	1.54162	0.698107
ODZ4|26011	0.0833333	NaN
OFD1|8481	9.39452	0.00781859
OGDHL|55753	5.6009	0.0255437
OGDH|4967	5.42921	0.00104071
OGFOD1|55239	5.07744	0.00261556
OGFOD2|79676	10.9513	0.0192116
OGFRL1|79627	2.94792	0.00695622
OGFR|11054	12.5179	0.0044354
OGG1|4968	8.82221	0.0156125
OGN|4969	1.41667	NaN
OGT|8473	4.44762	0.000396338
OIP5|11339	4.9221	0.00722416
OIT3|170392	0.252608	0.302184
OLA1|29789	10.9763	0.0049778
OLAH|55301	0.0833333	NaN
OLFM1|10439	9.88539	0.00055727
OLFM2|93145	5.4442	0.0208435
OLFM3|118427	0	NaN
OLFM4|10562	0.0833333	NaN
OLFML1|283298	0	NaN
OLFML2A|169611	3.35021	0.0078671
OLFML2B|25903	1.40565	0.225301
OLFML3|56944	0.52665	0.0209044
OLIG1|116448	0	NaN
OLIG2|10215	0.0784999	0.32019
OLIG3|167826	0	NaN
OLR1|4973	0.571248	0.00283047
OMA1|115209	6.32362	0.0195229
OMD|4958	0.591334	0.321144
OMG|4974	14.1945	0.85025
OMP|4975	0	NaN
ONECUT1|3175	1.69969	0.629587
ONECUT2|9480	14.8441	0.022177
ONECUT3|390874	1.76722	0.0668542
OOEP|441161	0	NaN
OPA1|4976	8.72265	0.00260633
OPA3|80207	23.0476	0.0322736
OPALIN|93377	0.0833333	NaN
OPCML|4978	0	NaN
OPHN1|4983	26.2951	0.112954
OPLAH|26873	9.15312	0.0173113
OPN1LW|5956	0	NaN
OPN1MW|2652	0	NaN
OPN1SW|611	0.0833333	NaN
OPN3|23596	12.1737	0.0115089
OPN4|94233	0	NaN
OPN5|221391	0	NaN
OPRD1|4985	0.0833333	NaN
OPRK1|4986	0	NaN
OPRL1|4987	1.59259	0.0379858
OPRM1|4988	0	NaN
OPTC|26254	0.0833333	NaN
OPTN|10133	8.21124	0.0137072
OR10A2|341276	0	NaN
OR10A3|26496	0	NaN
OR10A4|283297	0	NaN
OR10A5|144124	0	NaN
OR10A6|390093	0.345143	0.579933
OR10A7|121364	0	NaN
OR10AD1|121275	0	NaN
OR10AG1|282770	0	NaN
OR10C1|442194	0	NaN
OR10G2|26534	0	NaN
OR10G3|26533	0	NaN
OR10G4|390264	0	NaN
OR10G7|390265	0	NaN
OR10G8|219869	0	NaN
OR10G9|219870	0	NaN
OR10H1|26539	0	NaN
OR10H2|26538	0	NaN
OR10H3|26532	0	NaN
OR10H4|126541	0	NaN
OR10H5|284433	0	NaN
OR10J1|26476	0	NaN
OR10J3|441911	0	NaN
OR10J5|127385	0	NaN
OR10K1|391109	0	NaN
OR10K2|391107	0	NaN
OR10P1|121130	0	NaN
OR10Q1|219960	0	NaN
OR10R2|343406	0	NaN
OR10S1|219873	0	NaN
OR10T2|128360	0	NaN
OR10V1|390201	0	NaN
OR10W1|81341	0	NaN
OR10X1|128367	0	NaN
OR10Z1|128368	0	NaN
OR11A1|26531	0	NaN
OR11G2|390439	0	NaN
OR11H12|440153	0.166667	NaN
OR11H1|81061	0	NaN
OR11H4|390442	0	NaN
OR11H6|122748	0	NaN
OR11L1|391189	0	NaN
OR12D2|26529	0	NaN
OR12D3|81797	0.0833333	NaN
OR13A1|79290	0.166667	NaN
OR13C2|392376	0	NaN
OR13C3|138803	0	NaN
OR13C4|138804	0	NaN
OR13C5|138799	0	NaN
OR13C8|138802	0	NaN
OR13C9|286362	0	NaN
OR13D1|286365	0.0833333	NaN
OR13F1|138805	0	NaN
OR13G1|441933	0	NaN
OR13H1|347468	0.416667	NaN
OR13J1|392309	0.0833333	NaN
OR14A16|284532	0	NaN
OR14C36|127066	0	NaN
OR14I1|401994	0.166667	NaN
OR14J1|442191	0	NaN
OR1A1|8383	0	NaN
OR1A2|26189	0	NaN
OR1B1|347169	0	NaN
OR1C1|26188	0	NaN
OR1D2|4991	0	NaN
OR1D4|8385	0	NaN
OR1E1|8387	0	NaN
OR1E2|8388	0	NaN
OR1F1|4992	16.2946	0.870844
OR1F2P|26184	0.960202	0.62208
OR1G1|8390	0	NaN
OR1I1|126370	0	NaN
OR1J1|347168	0.0784999	0.32019
OR1J2|26740	0	NaN
OR1J4|26219	0	NaN
OR1K1|392392	0	NaN
OR1L1|26737	0	NaN
OR1L3|26735	0	NaN
OR1L4|254973	0	NaN
OR1L6|392390	0	NaN
OR1L8|138881	0	NaN
OR1M1|125963	0	NaN
OR1N1|138883	0	NaN
OR1N2|138882	0	NaN
OR1Q1|158131	0	NaN
OR1S1|219959	0	NaN
OR1S2|219958	0	NaN
OR2A12|346525	0	NaN
OR2A14|135941	0	NaN
OR2A1|346528	0	NaN
OR2A25|392138	0	NaN
OR2A2|442361	0	NaN
OR2A4|79541	0.0833333	NaN
OR2A5|393046	0	NaN
OR2A7|401427	0.0833333	NaN
OR2A9P|441295	0.0833333	NaN
OR2AE1|81392	0	NaN
OR2AG1|144125	0	NaN
OR2AG2|338755	0	NaN
OR2AK2|391191	0	NaN
OR2AT4|341152	0.0833333	NaN
OR2B11|127623	0	NaN
OR2B2|81697	0.886583	0.223325
OR2B3|442184	0.0833333	NaN
OR2B6|26212	4.93145	0.37177
OR2C1|4993	0	NaN
OR2C3|81472	0	NaN
OR2D2|120776	0	NaN
OR2D3|120775	0	NaN
OR2F1|26211	0	NaN
OR2F2|135948	0	NaN
OR2G2|81470	0	NaN
OR2G3|81469	0	NaN
OR2G6|391211	0	NaN
OR2H1|26716	0.0833333	NaN
OR2H2|7932	1.13291	0.552754
OR2J2|26707	0	NaN
OR2J3|442186	0	NaN
OR2K2|26248	0	NaN
OR2L13|284521	0	NaN
OR2L1P|26247	0	NaN
OR2L2|26246	0	NaN
OR2L3|391192	0	NaN
OR2L8|391190	0	NaN
OR2M1P|388762	0	NaN
OR2M2|391194	0	NaN
OR2M3|127062	0	NaN
OR2M4|26245	0	NaN
OR2M5|127059	0	NaN
OR2M7|391196	0	NaN
OR2S2|56656	0	NaN
OR2T10|127069	0	NaN
OR2T11|127077	0	NaN
OR2T12|127064	0	NaN
OR2T1|26696	0	NaN
OR2T27|403239	0	NaN
OR2T29|343563	0	NaN
OR2T2|401992	0	NaN
OR2T33|391195	0	NaN
OR2T34|127068	0	NaN
OR2T35|403244	0	NaN
OR2T3|343173	0	NaN
OR2T4|127074	0	NaN
OR2T5|401993	0	NaN
OR2T6|254879	0	NaN
OR2T8|343172	0	NaN
OR2V2|285659	0	NaN
OR2W1|26692	0	NaN
OR2W3|343171	0	NaN
OR2W5|441932	0	NaN
OR2Y1|134083	0	NaN
OR2Z1|284383	1.34553	0.801452
OR3A1|4994	0	NaN
OR3A2|4995	0	NaN
OR3A3|8392	0	NaN
OR3A4|390756	0	NaN
OR4A15|81328	0.0833333	NaN
OR4A16|81327	0	NaN
OR4A47|403253	0	NaN
OR4A5|81318	0	NaN
OR4B1|119765	0.0833333	NaN
OR4C11|219429	0	NaN
OR4C12|283093	0	NaN
OR4C13|283092	0	NaN
OR4C15|81309	0	NaN
OR4C16|219428	0	NaN
OR4C3|256144	0	NaN
OR4C45|403257	0	NaN
OR4C46|119749	0	NaN
OR4C6|219432	0	NaN
OR4D10|390197	0	NaN
OR4D11|219986	0	NaN
OR4D1|26689	0.166667	NaN
OR4D2|124538	0	NaN
OR4D5|219875	0	NaN
OR4D6|219983	0	NaN
OR4D9|390199	0	NaN
OR4E2|26686	0	NaN
OR4F15|390649	0	NaN
OR4F17|81099	0.166667	NaN
OR4F21|441308	0.940759	0.339123
OR4F29|729759	0.887765	0.132086
OR4F4|26682	0	NaN
OR4F5|79501	0.0833333	NaN
OR4F6|390648	0	NaN
OR4K13|390433	0	NaN
OR4K14|122740	0	NaN
OR4K15|81127	0	NaN
OR4K17|390436	0	NaN
OR4K1|79544	0.0833333	NaN
OR4K2|390431	0	NaN
OR4K5|79317	0	NaN
OR4L1|122742	0	NaN
OR4M1|441670	0	NaN
OR4M2|390538	0	NaN
OR4N2|390429	0	NaN
OR4N3P|390539	0	NaN
OR4N4|283694	0	NaN
OR4N5|390437	0	NaN
OR4P4|81300	0	NaN
OR4Q3|441669	0	NaN
OR4S1|256148	0	NaN
OR4S2|219431	0	NaN
OR4X1|390113	0	NaN
OR4X2|119764	0	NaN
OR51A2|401667	0	NaN
OR51A4|401666	0	NaN
OR51A7|119687	0	NaN
OR51B2|79345	0.172395	0.340885
OR51B4|79339	0.866486	0.149829
OR51B5|282763	0.863193	0.0770947
OR51B6|390058	0.3621	0.3256
OR51D1|390038	0	NaN
OR51E1|143503	0	NaN
OR51E2|81285	0	NaN
OR51F1|256892	0	NaN
OR51F2|119694	0	NaN
OR51G1|79324	0	NaN
OR51G2|81282	0	NaN
OR51I1|390063	0.0833333	NaN
OR51I2|390064	0.126538	0.232947
OR51L1|119682	0	NaN
OR51M1|390059	0.0833333	NaN
OR51Q1|390061	0.0833333	NaN
OR51S1|119692	0	NaN
OR51T1|401665	0	NaN
OR51V1|283111	0	NaN
OR52A1|23538	0	NaN
OR52A4|390053	0	NaN
OR52A5|390054	0	NaN
OR52B2|255725	0.0833333	NaN
OR52B4|143496	0	NaN
OR52B6|340980	0	NaN
OR52D1|390066	0.835464	0.526952
OR52E2|119678	0	NaN
OR52E4|390081	0	NaN
OR52E6|390078	0	NaN
OR52E8|390079	0	NaN
OR52H1|390067	0	NaN
OR52I1|390037	0	NaN
OR52I2|143502	0	NaN
OR52J3|119679	0	NaN
OR52K1|390036	0	NaN
OR52K2|119774	0	NaN
OR52L1|338751	0	NaN
OR52M1|119772	0	NaN
OR52N1|79473	0	NaN
OR52N2|390077	0	NaN
OR52N4|390072	0.333333	NaN
OR52N5|390075	0	NaN
OR52R1|119695	0	NaN
OR52W1|120787	0.0833333	NaN
OR56A1|120796	0	NaN
OR56A3|390083	0	NaN
OR56A4|120793	0	NaN
OR56A5|390084	0	NaN
OR56B1|387748	0	NaN
OR56B4|196335	0.166667	NaN
OR5A1|219982	0.0833333	NaN
OR5A2|219981	0	NaN
OR5AC2|81050	0	NaN
OR5AK2|390181	0	NaN
OR5AN1|390195	0	NaN
OR5AP2|338675	0	NaN
OR5AR1|219493	0	NaN
OR5AS1|219447	0	NaN
OR5AU1|390445	0	NaN
OR5B12|390191	0	NaN
OR5B17|219965	0	NaN
OR5B21|219968	0	NaN
OR5B2|390190	0	NaN
OR5B3|441608	0	NaN
OR5C1|392391	0	NaN
OR5D13|390142	0	NaN
OR5D14|219436	0	NaN
OR5D16|390144	0	NaN
OR5D18|219438	0	NaN
OR5E1P|26343	0	NaN
OR5F1|338674	0	NaN
OR5H14|403273	0	NaN
OR5H15|403274	0	NaN
OR5H1|26341	0	NaN
OR5H2|79310	0	NaN
OR5H6|79295	0	NaN
OR5I1|10798	0	NaN
OR5J2|282775	0	NaN
OR5K1|26339	0	NaN
OR5K2|402135	0.0833333	NaN
OR5K3|403277	0	NaN
OR5K4|403278	0	NaN
OR5L1|219437	0	NaN
OR5L2|26338	0	NaN
OR5M10|390167	0	NaN
OR5M11|219487	0	NaN
OR5M1|390168	0	NaN
OR5M3|219482	0	NaN
OR5M8|219484	0	NaN
OR5M9|390162	0	NaN
OR5P2|120065	0	NaN
OR5P3|120066	0	NaN
OR5R1|219479	0	NaN
OR5T1|390155	0	NaN
OR5T2|219464	0	NaN
OR5T3|390154	0	NaN
OR5V1|81696	0.0833333	NaN
OR5W2|390148	0	NaN
OR6A2|8590	0	NaN
OR6B1|135946	0	NaN
OR6B2|389090	0.0833333	NaN
OR6B3|150681	0	NaN
OR6C1|390321	0	NaN
OR6C2|341416	0	NaN
OR6C3|254786	0	NaN
OR6C4|341418	0	NaN
OR6C65|403282	0	NaN
OR6C68|403284	0	NaN
OR6C6|283365	0	NaN
OR6C70|390327	0	NaN
OR6C74|254783	0	NaN
OR6C75|390323	0	NaN
OR6C76|390326	0	NaN
OR6F1|343169	0	NaN
OR6K2|81448	0	NaN
OR6K3|391114	0	NaN
OR6K6|128371	0	NaN
OR6M1|390261	0	NaN
OR6N1|128372	0	NaN
OR6N2|81442	0	NaN
OR6P1|128366	0	NaN
OR6Q1|219952	0	NaN
OR6S1|341799	0	NaN
OR6T1|219874	0	NaN
OR6V1|346517	0	NaN
OR6W1P|89883	0	NaN
OR6X1|390260	0	NaN
OR6Y1|391112	0	NaN
OR7A10|390892	0	NaN
OR7A17|26333	0	NaN
OR7A5|26659	0	NaN
OR7C1|26664	0	NaN
OR7C2|26658	0	NaN
OR7D2|162998	0.166667	NaN
OR7D4|125958	0	NaN
OR7E156P|283491	0	NaN
OR7E24|26648	0	NaN
OR7E37P|26636	0.333333	NaN
OR7E5P|219445	0	NaN
OR7E91P|79315	0.0833333	NaN
OR7G1|125962	0	NaN
OR7G2|390882	0	NaN
OR7G3|390883	0	NaN
OR8A1|390275	0	NaN
OR8B12|219858	0	NaN
OR8B2|26595	0	NaN
OR8B3|390271	0	NaN
OR8B4|283162	0	NaN
OR8B8|26493	0	NaN
OR8D1|283159	0.462502	0.409595
OR8D2|283160	0	NaN
OR8D4|338662	0	NaN
OR8G2|26492	0	NaN
OR8G5|219865	0	NaN
OR8H1|219469	0	NaN
OR8H2|390151	0	NaN
OR8H3|390152	0	NaN
OR8I2|120586	0	NaN
OR8J1|219477	0	NaN
OR8J3|81168	0	NaN
OR8K1|390157	0	NaN
OR8K3|219473	0	NaN
OR8K5|219453	0	NaN
OR8S1|341568	4.83333	NaN
OR8U1|219417	0	NaN
OR9A2|135924	0	NaN
OR9A4|130075	0	NaN
OR9G4|283189	0	NaN
OR9G9|504191	0	NaN
OR9I1|219954	0	NaN
OR9K2|441639	0	NaN
OR9Q1|219956	0	NaN
OR9Q2|219957	0	NaN
ORAI1|84876	11.9559	0.0197633
ORAI2|80228	10.8335	0.00734845
ORAI3|93129	0.975942	0.00342665
ORAOV1|220064	9.58452	0.0204542
ORC1L|4998	13.5792	0.00565112
ORC2L|4999	8.0762	0.00498046
ORC3L|23595	5.62721	0.00501775
ORC4L|5000	3.93438	0.0065074
ORC5L|5001	3.27293	0.003166
ORC6L|23594	5.55889	0.0038622
ORM1|5004	0	NaN
ORM2|5005	0.0833333	NaN
ORMDL1|94101	9.37202	0.00594782
ORMDL2|29095	6.94604	0.00723713
ORMDL3|94103	14.4259	0.0135538
OS9|10956	17.9604	0.00366523
OSBP2|23762	3.31565	0.00330441
OSBPL10|114884	8.35023	0.00341474
OSBPL11|114885	7.55227	0.0116914
OSBPL1A|114876	13.6655	0.0148876
OSBPL2|9885	18.8886	0.0217263
OSBPL3|26031	7.98232	0.0115216
OSBPL5|114879	4.0131	0.0039505
OSBPL6|114880	18.7469	0.0772546
OSBPL7|114881	8.86806	0.0167443
OSBPL8|114882	7.39801	0.00344885
OSBPL9|114883	6.39893	0.00233206
OSBP|5007	24.9977	0.00938707
OSCAR|126014	1.26141	0.228872
OSCP1|127700	8.33621	0.196905
OSGEPL1|64172	11.3176	0.0214118
OSGEP|55644	3.03676	0.00605793
OSGIN1|29948	1.10094	0.00818437
OSGIN2|734	23.9168	0.0211093
OSMR|9180	1.37807	0.000334102
OSM|5008	0.470998	0.0360798
OSR1|130497	0.960202	0.62208
OSR2|116039	11.9958	0.0615708
OST4|100128731	8.0977	0.00409299
OSTBETA|123264	0	NaN
OSTCL|202459	2.66723	0.581869
OSTC|58505	10.1381	0.00626822
OSTF1|26578	7.0245	0.0184641
OSTM1|28962	5.54974	0.00831671
OSTN|344901	0	NaN
OSTalpha|200931	1.83333	NaN
OTC|5009	0	NaN
OTOA|146183	0.417206	0.500323
OTOF|9381	5.38133	0.563608
OTOL1|131149	0	NaN
OTOP1|133060	0	NaN
OTOP2|92736	0.0784999	0.32019
OTOP3|347741	0	NaN
OTOR|56914	0	NaN
OTOS|150677	0	NaN
OTP|23440	0.166667	NaN
OTUB1|55611	4.50787	0.00165148
OTUB2|78990	13.9597	0.217126
OTUD1|220213	1.01761	0.00168405
OTUD3|23252	11.0587	0.0120348
OTUD4|54726	12.9204	0.0123907
OTUD5|55593	9.85096	0.00417882
OTUD6A|139562	0	NaN
OTUD6B|51633	3.36045	0.00361264
OTUD7A|161725	0.597247	0.0737593
OTUD7B|56957	40.7083	0.0337793
OTX1|5013	40.1179	0.155979
OTX2|5015	0	NaN
OVCA2|124641	5.53445	0.00742429
OVCH1|341350	1.99807	0.533093
OVCH2|341277	0	NaN
OVGP1|5016	0.61935	0.0067539
OVOL1|5017	1.72172e+06	0.999999
OVOL2|58495	0.0833333	NaN
OXA1L|5018	9.45558	0.00187182
OXCT1|5019	2.95628	0.000535135
OXCT2|64064	2.9325	0.0658754
OXER1|165140	0.323866	0.393105
OXGR1|27199	0	NaN
OXNAD1|92106	5.62634	0.0127932
OXR1|55074	16.9232	0.0182705
OXSM|54995	9.54241	0.0225655
OXSR1|9943	12.5145	0.00449701
OXTR|5021	13.5479	0.122184
OXT|5020	0.0833333	NaN
P2RX1|5023	1.41392	0.14262
P2RX2|22953	3.91667	NaN
P2RX3|5024	0.0496994	0.165831
P2RX4|5025	92.3978	0.447127
P2RX5|5026	9.5731	0.00756075
P2RX6P|440799	0	NaN
P2RX6|9127	4.4448	0.108777
P2RX7|5027	0.126538	0.232947
P2RY10|27334	0	NaN
P2RY11|5032	2.29688	0.00814841
P2RY12|64805	0	NaN
P2RY13|53829	0	NaN
P2RY14|9934	0	NaN
P2RY1|5028	0	NaN
P2RY2|5029	2.08557	0.110237
P2RY4|5030	4.59394	0.821235
P2RY6|5031	0.352087	0.0430139
P2RY8|286530	0.25	NaN
P4HA1|5033	2.04623	0.00075968
P4HA2|8974	3.68108	0.00250895
P4HA3|283208	1.41755	0.0056664
P4HB|5034	8.14871	0.000372049
P4HTM|54681	3.29529	0.00304613
P704P|641455	0.962289	0.0179156
PA2G4P4|647033	1.75784	0.000945243
PA2G4|5036	5.6736	0.000589684
PAAF1|80227	14.2509	0.0137171
PABPC1L2A|340529	0	NaN
PABPC1L2B|645974	0	NaN
PABPC1L|80336	11.6583	0.0167747
PABPC1P2|728773	15.663	0.839254
PABPC1|26986	10.6746	0.000201704
PABPC3|5042	1.81521	0.000218592
PABPC4L|132430	21.6521	0.0913005
PABPC4|8761	4.68136	0.000407904
PABPC5|140886	0.0833333	NaN
PABPN1L|390748	0	NaN
PABPN1|8106	9.34799	0.00241909
PACRGL|133015	9.04052	0.0343802
PACRG|135138	0	NaN
PACS1|55690	16.7825	0.00590823
PACS2|23241	15.7704	0.0121457
PACSIN1|29993	2.9266	0.455388
PACSIN2|11252	12.848	0.0105167
PACSIN3|29763	4.87305	0.00222248
PADI1|29943	4.28296	0.303405
PADI2|11240	1.53802	0.332807
PADI3|51702	1.18952	0.00699282
PADI4|23569	0.976773	0.515872
PADI6|353238	0	NaN
PAEP|5047	0.389712	0.0539539
PAF1|54623	4.48403	0.00259908
PAFAH1B1|5048	7.68522	0.0024299
PAFAH1B2|5049	12.7454	0.0158427
PAFAH1B3|5050	11.0317	0.00892207
PAFAH2|5051	8.63101	0.0299465
PAG1|55824	1.7136	0.00992165
PAGE1|8712	0.235684	0.0443097
PAGE2B|389860	0.884515	0.358415
PAGE2|203569	0.0496994	0.165831
PAGE3|139793	0	NaN
PAGE4|9506	0	NaN
PAGE5|90737	0.0784999	0.32019
PAH|5053	0.0833333	NaN
PAICS|10606	7.59622	0.000730347
PAIP1|10605	6.24137	0.00276893
PAIP2B|400961	7.15613	0.121312
PAIP2|51247	8.03541	0.00222971
PAK1IP1|55003	2.60665	0.00217382
PAK1|5058	17.3966	0.0117032
PAK2|5062	10.7455	0.0036282
PAK3|5063	0.345143	0.579933
PAK4|10298	10.2957	0.0115568
PAK6|56924	2.32924	0.405374
PAK7|57144	0	NaN
PALB2|79728	19.9814	0.0256452
PALLD|23022	3.46754	0.00177409
PALM2-AKAP2|445815	8.17483	0.00900634
PALM2|114299	9.51021	0.0391216
PALM3|342979	1.70965	0.00666201
PALMD|54873	4.76361	0.0337214
PALM|5064	3.24517	0.0034603
PAMR1|25891	1.75314	0.344667
PAM|5066	6.93651	0.00129458
PAN2|9924	4.43137	0.00351692
PAN3|255967	14.8803	0.0236491
PANK1|53354	8.90575	0.0188353
PANK2|80025	5.80073	0.0104571
PANK3|79646	3.32886	0.00237748
PANK4|55229	14.0856	0.0165502
PANX1|24145	6.0462	0.0137712
PANX2|56666	3.71807	0.0216102
PANX3|116337	0.0833333	NaN
PAOX|196743	6.81135e+06	0.999999
PAPD4|167153	14.3172	0.0199524
PAPD5|64282	5.22856	0.00779825
PAPD7|11044	11.4908	0.00442963
PAPLN|89932	8.57582	0.0471866
PAPL|390928	0.0833333	NaN
PAPOLA|10914	5.15727	0.0008022
PAPOLB|56903	0.968845	0.345747
PAPOLG|64895	14.3595	0.0229039
PAPPA2|60676	0.704549	0.0719818
PAPPA|5069	4.82193	0.0180773
PAPSS1|9061	8.40303	0.00638211
PAPSS2|9060	2.53033	0.00140748
PAQR3|152559	6.52464	0.0131076
PAQR4|124222	10.4512	0.00769017
PAQR5|54852	5.42496	0.00459058
PAQR6|79957	3.24252	0.0157155
PAQR7|164091	10.4097	0.0120635
PAQR8|85315	4.50471	0.0163211
PAQR9|344838	5.8265	0.647881
PAR-SN|347746	13.0504	0.181339
PAR1|145624	0.412947	0.261423
PAR4|347745	0	NaN
PAR5|8123	5.37531	0.0799795
PARD3B|117583	3.67431	0.0553157
PARD3|56288	12.3995	0.00932303
PARD6A|50855	10.2405	0.14772
PARD6B|84612	17.3103	0.134386
PARD6G|84552	6.54476	0.0305291
PARG|8505	12.918	0.0190601
PARK2|5071	0.104753	0.173216
PARK7|11315	4.73623	0.000687974
PARL|55486	2.89614	0.00209932
PARM1|25849	1.47979	0.0880142
PARN|5073	7.00597	0.00573708
PARP10|84875	1.65396	0.017676
PARP11|57097	0.0833333	NaN
PARP12|64761	10.5841	0.0169277
PARP14|54625	6.13865	0.00765444
PARP15|165631	0	NaN
PARP16|54956	6.28754	0.0155425
PARP1|142	6.57084	0.000501997
PARP2|10038	7.33964	0.00430013
PARP3|10039	17.9757	0.067163
PARP4|143	46.1087	0.0256061
PARP6|56965	15.3207	0.0208733
PARP8|79668	50.8446	0.145058
PARP9|83666	3.08453	0.0144417
PARS2|25973	33.8179	0.113109
PART1|25859	0.316026	0.256371
PARVA|55742	2.03507	0.00288342
PARVB|29780	8.36575	0.00636688
PARVG|64098	1.41667	NaN
PASD1|139135	0	NaN
PASK|23178	37.1109	0.0774982
PATE1|160065	0.0784999	0.32019
PATE2|399967	0	NaN
PATE3|100169851	0	NaN
PATE4|399968	0	NaN
PATL1|219988	25.6225	0.016803
PATL2|197135	4.05051	0.858672
PATZ1|23598	14.222	0.0110002
PAWR|5074	3.079	0.0035575
PAX1|5075	0	NaN
PAX2|5076	0.25	NaN
PAX3|5077	0	NaN
PAX4|5078	0	NaN
PAX5|5079	0.0833333	NaN
PAX6|5080	19.6433	0.0616305
PAX7|5081	0	NaN
PAX8|7849	31.5125	0.657481
PAX9|5083	17.8826	0.115646
PAXIP1|22976	22.0042	0.026237
PBK|55872	4.56626	0.00223309
PBLD|64081	4.70234	0.15484
PBOV1|59351	1.34553	0.801452
PBRM1|55193	7.3028	0.00467563
PBX1|5087	11.7636	0.00540458
PBX2|5089	7.14798	0.00542343
PBX3|5090	30.1535	0.0988683
PBX4|80714	10.8278	0.186972
PBXIP1|57326	9.43384	0.0120046
PCA3|50652	0.0833333	NaN
PCBD1|5092	8.75078	0.00813206
PCBD2|84105	16.109	0.0410742
PCBP1|5093	8.29914	0.000537406
PCBP2|5094	23.1481	0.00120097
PCBP3|54039	0.446321	0.239573
PCBP4|57060	8.19944	0.0182636
PCCA|5095	21.437	0.0364355
